16.23253 53.62383 181
21.03430 52.11940 118
10.65248 53.91077 23
6.48927 51.40827 49
23.63487 52.70728 167
22.44973 53.69163 120
17.51250 53.85000 79
22.62350 49.42945 619
9.41792 49.20687 219
13.41542 52.55370 57
17.93355 50.65600 157
8.67500 50.09167 103
20.01630 50.06440 198
20.97313 51.98058 132
22.60965 49.28697 497
-122.17323 47.58167 46
-111.77805 33.46470 626
8.57843 49.31718 114
21.23095 52.20023 120
13.35152 47.77233 646
8.74553 49.91477 169
11.19312 43.23902 368
8.84453 54.15683 0
9.33037 55.10873 49
8.93647 54.56172 1
14.41535 50.09427 220
-3.04717 57.05523 376
19.92362 50.06045 207
8.74982 50.34993 138
7.51665 46.48600 1517
18.26500 54.82530 9
7.87093 48.47792 147
8.56182 48.89738 198
8.76637 48.81585 493
2.27428 48.69602 45
11.90577 53.45968 72
6.98000 51.43000 114
12.23730 48.05923 488
19.88253 39.74513 475
17.93355 50.65600 157
18.57848 53.00677 42
18.54285 54.58083 18
17.46340 53.92873 119
22.47000 53.23023 101
4.38642 50.83453 62
7.43135 51.48957 88
20.93987 52.64355 121
-4.54553 54.15717 91
17.99723 53.89683 142
15.56333 54.17918 2
8.67872 53.83167 -1
8.03638 52.33255 110
12.38490 43.11960 484
11.00290 49.61255 281
8.50632 52.99938 32
22.51152 49.66120 452
14.05790 50.15437 412
9.19142 48.77392 325
9.12535 48.75747 392
21.38883 53.68788 123
16.47838 50.02560 387
21.02370 52.25132 82
9.18712 48.68960 409
9.02962 47.79023 663
13.03552 47.79545 449
6.22902 53.39893 3
9.47432 47.69720 446
8.60980 52.59215 33
9.26750 49.13233 297
9.08400 49.03980 230
2.28638 48.86068 71
7.59848 52.05983 56
9.68618 48.71045 361
16.22733 50.43450 367
20.04808 51.53370 152
13.64283 52.41687 112
19.66983 52.86117 107
10.72763 45.45842 95
14.21707 50.36180 231
-0.77705 52.66728 195
8.12363 53.51537 -1
8.96625 51.55578 412
8.37600 49.00912 122
7.26295 52.48168 28
8.05907 49.98520 84
19.60252 51.77637 225
6.95708 50.94128 59
8.81205 50.59588 229
22.36058 49.64418 549
9.82027 53.44598 50
15.36108 54.15392 7
8.85960 48.29555 493
-16.96468 32.70985 1063
9.13362 53.22987 21
9.10408 53.43667 6
10.18375 47.52267 1619
8.53950 50.87133 293
13.89652 51.00757 224
21.07950 52.25180 84
2.69750 48.84340 105
-1.42068 50.93982 33
22.34690 50.31960 174
19.95908 50.02948 230
15.57692 50.52967 483
6.09945 50.84185 122
8.50103 52.01547 229
18.70063 54.38542 3
19.01675 49.78072 516
16.58203 68.77312 0
21.06632 52.11202 116
22.53263 51.18930 174
20.98017 52.16835 103
8.75577 51.69817 179
14.66040 49.41500 446
18.44468 53.44567 79
6.98285 51.89233 60
18.89340 50.56007 276
20.75250 52.42383 74
22.71227 51.06150 274
20.78562 52.33205 82
20.95037 52.23085 107
19.12097 52.59203 70
11.93758 50.28362 485
10.61762 49.98593 235
11.20695 49.35575 362
9.69378 49.11152 403
-16.77288 28.11598 10
11.66983 49.92827 500
11.13587 49.32153 372
17.90197 53.72077 123
20.89307 52.25285 106
9.16635 52.15043 319
20.99472 52.36778 85
19.28822 50.99482 220
11.55117 50.93083 324
7.21763 50.55637 76
22.10760 53.02708 130
6.02717 50.92875 115
18.56958 52.99810 40
19.63517 54.45528 6
19.04583 49.83667 304
21.59447 54.14715 145
-0.74600 51.36808 135
13.33962 52.45075 50
18.68285 52.99142 44
10.62547 35.84587 3
12.52483 50.80577 258
13.82590 52.41223 43
19.89532 51.25105 177
8.01952 49.97430 87
8.82868 50.87182 223
21.98433 50.03342 210
21.00970 52.25018 106
11.72282 48.08762 552
13.34057 52.63642 41
13.34662 52.64337 44
22.24383 49.88198 317
13.87128 55.43180 2
12.60133 50.76228 362
16.24778 50.84857 372
8.24850 49.91852 208
9.86135 51.44690 230
19.49150 54.28848 78
7.78450 49.96598 396
22.18360 49.30603 974
21.00970 52.25018 106
7.85897 49.93377 189
11.44900 49.85460 499
19.62008 54.13550 85
16.83385 50.83315 254
23.05527 53.30888 159
18.78035 51.86237 145
19.90067 52.37955 67
13.11100 52.33393 45
9.25713 48.41908 526
18.06235 59.32515 11
0.00000 51.18337 46
9.46160 41.20580 38
10.95753 49.47525 309
10.19755 54.27943 53
10.19755 54.27943 53
116.21070 39.91220 87
20.55275 52.32020 70
14.73115 48.11640 381
11.28140 49.40623 436
-80.12202 40.45318 338
174.91705 -41.09838 88
19.07767 50.30925 259
7.29965 48.68315 560
16.56862 49.23402 326
22.93425 52.37230 114
21.08010 52.26447 81
-112.12828 35.97522 2019
18.34667 54.60742 9
21.00447 52.24295 113
10.79830 54.31522 1
9.68142 49.09992 365
10.06618 48.68482 573
20.30865 52.39572 90
18.57470 53.00845 52
-1.12422 51.40853 53
1.18707 52.70550 52
22.58117 49.11710 926
8.00587 49.93560 198
7.91918 49.96878 95
-15.72702 27.79097 7
15.26243 49.13563 633
20.97360 52.11143 113
14.56130 53.42650 22
18.70365 51.85808 112
21.50092 54.08137 143
13.00933 55.60458 6
21.75742 54.03607 123
9.84500 54.49283 26
21.38402 53.89517 133
16.29412 50.83762 408
7.91067 51.02453 404
15.63152 50.36307 308
18.32020 53.87532 99
22.82358 37.59640 34
9.04628 53.57407 2
18.81748 49.22598 362
14.81607 68.53243 200
7.68877 50.46555 278
21.11118 52.63828 78
10.70207 54.10087 69
10.32497 50.99682 268
0.00000 52.20388 59
17.95537 52.64795 91
8.31795 49.63295 111
8.24903 50.21253 350
0.00000 51.50000 4
10.00210 53.54795 14
7.03167 51.47833 40
10.77205 45.87815 1042
12.32495 51.35688 110
7.11307 51.49483 50
7.05635 51.47390 87
17.45673 47.83323 125
7.79363 51.46760 133
20.71910 52.30445 81
21.32472 52.05653 107
22.93827 40.58312 22
19.28272 50.22852 304
11.61230 51.70455 147
22.69457 49.17953 620
-1.14485 51.52637 48
19.55197 50.45300 460
18.34602 54.58138 88
9.74975 55.06028 9
10.62982 52.14518 152
12.09017 50.43025 389
14.04122 52.36452 37
12.92827 52.25885 66
12.92827 52.25885 66
8.33947 49.63800 103
0.00000 52.13633 35
19.51283 51.79148 251
12.43660 46.74983 1081
7.84287 33.99440 -9
15.96348 50.57803 397
7.96855 53.71032 -1
6.98132 51.37967 47
9.36438 51.17480 221
10.57103 52.30968 93
8.82795 52.25420 208
10.91483 48.28033 514
11.35607 49.63515 506
9.05460 47.66085 556
13.89003 50.14157 415
19.96790 50.20852 269
20.21102 53.51695 170
19.67838 54.07380 40
-121.38492 38.66302 27
9.99797 52.38662 59
9.56782 49.18557 285
21.14370 52.14942 91
20.29835 51.53568 168
5.90042 51.03792 36
21.03023 52.09133 106
11.36390 48.25508 507
16.14493 49.08873 388
23.28310 53.51702 186
17.08110 51.11250 120
14.70230 51.25638 282
0.00000 0.00000 0
21.08558 52.23548 82
6.86617 51.27220 113
14.35405 50.07842 363
13.67810 52.22557 37
6.58325 51.38803 35
4.90305 52.06957 -1
19.46387 51.75100 194
19.16470 50.48050 310
10.71272 53.83897 9
10.16905 53.68983 30
-123.28922 44.59197 118
4.46828 51.02288 8
0.00000 51.93277 111
19.56237 52.26200 107
13.27008 52.52947 34
10.17748 53.66292 42
10.88138 49.28947 379
20.98145 52.26307 101
-116.76225 32.79977 461
9.33977 51.30455 554
10.77293 48.70633 400
14.39827 56.29152 83
13.41202 52.54027 58
8.35917 51.62648 94
18.60587 53.00792 49
21.33565 49.56573 527
9.50452 51.36337 214
8.48802 50.51780 207
11.41715 48.17172 515
4.63755 51.52095 13
18.40962 54.79188 1
9.89778 52.30492 74
5.87182 49.49595 374
12.46730 53.15955 65
10.22822 51.81195 381
7.55828 51.46480 218
17.12070 46.55467 137
19.91138 50.07587 211
16.97555 51.08570 128
14.60597 50.00627 297
13.70565 54.37200 38
20.80595 52.37500 75
20.79383 52.35500 86
20.73545 52.40318 72
9.07198 53.29213 16
17.15080 51.09332 130
18.08320 50.75883 179
22.77075 49.06113 1244
19.02140 50.25192 287
25.67340 60.37865 7
21.17720 52.24663 101
21.17720 52.24663 101
24.97770 60.16900 0
9.41513 51.32138 285
12.32887 53.38695 95
9.74980 51.31510 452
12.39368 51.39268 122
9.25032 53.45708 16
18.26683 54.54257 170
11.96440 47.80240 529
19.38147 51.76778 193
18.91585 50.39933 346
16.36272 48.20552 181
8.85808 54.01438 -1
14.41223 50.13372 274
12.03848 49.01737 337
11.49830 49.28400 524
-82.06318 26.73375 5
9.92058 49.78743 190
18.85107 52.80353 89
32.39428 34.79628 9
19.18103 50.30050 290
23.43605 51.08475 208
10.06188 52.54500 43
10.50538 52.21985 76
9.82682 52.41940 55
11.33090 50.98390 214
9.29992 56.08265 86
20.42547 53.76023 135
8.76667 52.08333 112
8.38488 49.63538 93
0.63432 52.30115 25
17.46972 50.28580 346
15.89512 50.80778 926
15.82705 49.13387 460
16.99037 51.06118 125
7.12007 51.32890 231
7.55210 51.51487 115
9.46832 47.20712 442
10.02242 53.53352 0
-15.57152 27.75183 25
116.06098 40.28758 549
20.90042 52.26353 110
116.21070 39.91220 87
22.56663 52.21777 163
11.59807 51.38350 172
17.94450 54.02997 160
22.61892 52.21387 173
9.85842 48.71822 504
121.44117 31.21853 10
17.04257 51.11540 118
18.56180 54.41028 28
14.99997 50.73965 666
-74.31962 40.26102 52
3.65103 51.17715 15
21.14672 52.93362 165
4.26145 51.92093 1
18.82437 50.35983 301
18.23813 53.91522 144
31.09547 70.37240 0
6.55330 51.35003 37
25.63753 59.47110 70
-85.64238 39.02157 224
25.22053 57.30053 60
18.24643 49.76955 261
30.54277 63.36677 165
29.32998 66.36813 167
14.71907 68.31658 0
8.63298 52.02053 93
19.38968 50.62528 396
12.14878 58.37655 83
18.91690 50.34745 278
16.40952 50.74862 395
19.50960 51.76143 221
17.34497 51.03762 133
-16.43317 28.36548 1066
10.90147 54.41452 0
12.88612 50.53820 621
9.18833 48.80227 269
53.88559 53.33440 201
9.15790 48.57760 433
12.65295 48.80427 346
9.99255 52.04653 135
8.85792 49.00608 270
22.24965 52.08332 150
19.58683 53.73347 107
18.50255 54.52663 33
7.80657 46.71658 1320
18.64908 54.33567 0
13.36805 52.50980 36
18.54525 54.50852 1
7.90050 49.87862 107
7.44852 46.88032 965
13.91292 51.14117 255
21.30623 53.87558 135
18.64950 50.29983 226
15.51962 52.38655 106
19.45340 51.78315 211
6.81468 51.21332 41
18.96547 50.29620 319
18.48502 53.96962 88
17.99805 53.11887 57
18.42137 49.90972 208
18.64530 52.50370 93
-120.29132 45.95743 869
6.64148 50.96372 79
9.53318 51.31945 136
9.82553 52.41197 58
9.40462 51.33352 374
16.61398 50.62432 581
7.85498 49.83937 109
8.00140 49.83637 140
9.86585 51.36867 402
-125.88652 49.11262 15
-3.19102 55.90198 181
-9.41383 38.93700 72
2.11980 41.74530 707
14.41223 50.13372 274
21.18000 52.26915 94
6.66237 51.39778 32
21.57025 52.05140 125
20.98918 52.20285 111
16.56793 53.52138 154
15.09837 54.09382 7
4.35717 50.83933 67
8.70400 49.40742 214
4.38617 50.84147 75
21.69007 49.76973 245
8.60255 49.59598 96
20.99492 52.21712 113
104.86700 39.68692 1309
16.85100 52.40533 85
20.86033 51.36038 163
18.63000 53.01000 32
-3.27338 51.48625 21
1.41730 43.60927 137
21.48858 53.35707 112
9.86700 53.40367 155
18.64025 54.35758 37
18.66575 50.29285 221
19.92400 50.06400 209
21.26570 52.10863 96
20.91946 52.31339 84
75.41148 39.91878 2845
20.48743 53.78167 129
20.39020 53.71230 106
19.70185 53.26967 140
9.35798 52.50125 42
10.15527 54.45492 19
21.17318 52.26122 95
16.88162 52.34320 69
18.55168 50.09723 251
17.71738 53.77478 120
20.61950 52.08173 113
7.13823 50.53850 123
9.40918 53.57927 14
6.27637 51.06847 93
20.73083 52.12067 104
15.19420 44.29558 6
20.81197 53.52960 151
20.48743 53.78167 129
-73.08862 45.21373 53
14.99675 54.04950 1
17.35198 51.04285 143
-78.86475 35.81622 111
17.03330 61.23770 15
12.33430 51.81473 70
23.16500 53.13333 133
21.21530 52.27618 100
5.48075 51.44472 17
54.32467 24.47250 3
16.54667 53.54800 153
20.88353 50.89958 401
18.38315 54.56488 80
17.98817 53.15800 58
18.53548 54.50775 27
11.08720 54.37952 5
7.08597 50.72378 59
13.58585 50.69488 815
10.70593 48.39342 464
20.94957 51.97805 127
16.58500 51.85167 92
6.86838 51.48363 40
17.04743 51.11278 118
12.00750 49.01945 334
10.97508 50.66142 556
17.28500 52.22737 120
19.39592 50.42518 342
21.74970 49.47628 724
21.76477 51.58595 114
21.09110 52.70602 81
13.25105 55.59123 20
16.99310 51.15267 119
98.45195 29.55800 4045
12.45570 51.39223 115
14.85900 53.52070 37
8.71463 49.03473 183
40.16600 23.83700 946
14.28762 50.92477 239
14.42202 56.91622 155
151.14525 -33.70990 102
14.66188 50.31855 218
7.62905 51.96300 67
9.73613 53.56618 15
8.58520 50.56498 164
17.61110 53.70373 159
22.23053 60.43490 18
17.07810 51.03823 124
6.98563 49.24832 224
13.48733 52.51447 44
15.43730 50.75328 993
20.99513 52.26533 94
10.14340 54.32458 8
20.48263 53.77873 127
18.47227 53.41288 48
14.89217 53.50062 34
8.88333 47.40833 684
17.20492 54.66007 39
13.42578 52.50933 37
21.99088 53.85533 129
16.20287 53.52385 154
17.20942 52.80290 78
18.66603 50.26558 262
19.50000 51.84523 226
7.32590 51.61640 65
-111.87142 40.77110 1356
8.52295 50.90430 459
32.31532 34.96343 23
16.44248 51.32285 99
17.90498 54.37070 199
16.29412 50.83762 408
16.69892 52.39602 89
21.24893 52.20458 113
20.89575 52.45385 73
21.28268 52.12737 106
14.42882 53.34653 73
5.09838 51.49118 23
7.05158 49.28725 333
10.65562 52.30995 93
8.12823 48.18677 929
-146.43344 65.19140 803
3.11787 39.92873 359
0.00000 52.18602 34
21.62362 49.48250 483
17.52353 53.85152 128
18.04712 51.15312 193
8.55513 51.98153 284
9.97763 53.54983 29
19.50210 50.40820 361
6.37880 51.26375 47
10.00793 49.69928 279
18.35200 49.37858 630
8.40292 49.00517 117
16.84930 54.58688 8
18.64850 54.34922 13
20.02742 51.51017 164
18.25097 54.58295 115
21.69007 49.76973 245
11.39930 47.85560 666
21.24855 52.05590 94
8.96167 52.92908 11
9.72750 49.13560 320
13.35147 52.50945 34
10.23637 51.55132 172
13.00858 49.41237 429
16.54670 53.54803 287
12.06245 61.41617 520
8.68393 50.80568 242
6.81965 51.42635 85
4.51358 50.83130 94
21.74922 54.01067 114
17.59282 53.87028 151
11.30925 51.00925 345
8.70250 51.10783 336
18.47405 54.52183 110
12.70372 47.80377 646
9.12338 48.63902 363
10.54888 52.26870 84
18.34365 49.84255 241
10.29235 53.69630 48
38.27328 34.54795 409
10.57837 53.83340 15
10.64852 53.85548 13
10.64920 53.86282 15
10.65307 53.83742 7
9.06047 51.18605 274
10.68977 53.87100 17
9.06047 51.18605 274
8.67150 50.58498 164
10.74300 54.11050 81
2.41905 49.20427 72
18.51795 53.01265 32
15.42193 56.81983 208
13.46858 49.70342 348
11.87373 48.14475 532
28.20903 36.31973 12
8.88188 50.75880 222
3.17805 39.88052 45
21.04853 52.14487 106
2.12182 42.39700 2823
19.07767 50.30925 259
21.04853 52.14488 106
23.14012 53.23587 157
18.93077 49.93977 271
18.66603 50.26558 262
6.49473 51.83493 25
8.76597 50.81583 255
8.44352 50.26828 452
11.88380 53.96428 37
143.31144 -36.98657 282
18.83007 53.83340 22
13.73772 45.12902 85
18.29250 49.83583 216
9.18145 49.23158 154
19.93630 50.07612 222
6.75972 51.51333 26
21.40500 50.01528 335
21.77938 54.03640 134
16.92780 52.23480 72
10.29812 47.57113 798
8.71032 52.12898 128
18.80698 50.81198 291
16.99350 51.15273 119
20.04808 51.53370 152
13.43273 52.35477 43
11.89192 46.42228 1564
11.80185 47.40270 546
14.08655 40.78168 132
14.56043 45.88460 807
19.41538 51.76632 195
6.68957 51.02548 78
18.51408 54.41430 128
103.84597 22.33347 1603
17.08647 51.12592 123
11.67653 48.19177 502
5.12932 51.32382 31
10.80177 54.10345 3
11.31925 48.17875 544
11.96045 52.81838 23
15.42575 52.58875 51
16.48053 50.68068 983
9.18412 49.39857 279
20.53490 52.13797 94
18.85783 50.41508 313
20.53032 52.09970 100
21.03103 52.21925 105
18.65670 54.40908 -1
17.05853 52.65188 102
14.44520 50.00740 300
5.46442 52.05063 6
9.18258 49.26257 225
21.03022 52.22670 105
25.58167 46.45330 1739
8.51478 47.64933 499
24.01885 35.51815 11
19.48095 53.32770 117
10.25633 51.72425 236
16.94973 52.48337 86
9.45008 49.19175 226
13.63063 52.41918 40
14.46518 53.67343 9
13.51957 52.48765 37
22.01837 52.85118 135
13.12122 55.54897 26
17.74285 52.78583 81
10.94313 52.86030 31
13.17340 53.43850 65
12.36833 55.60500 -1
14.65053 50.86887 405
10.87623 54.21150 12
10.72860 53.93007 16
16.13050 49.98762 271
13.70467 51.02280 201
-80.60462 43.41318 370
8.39213 49.02235 118
13.50317 52.49812 37
9.63652 52.03257 234
9.75163 52.36698 57
20.58547 52.25197 90
23.00575 52.41732 150
19.02738 50.23008 287
20.89977 52.32225 82
5.34860 51.97157 10
18.81978 52.85753 77
21.10272 52.12388 90
22.45828 49.16158 622
6.49903 51.44282 32
20.94957 51.97805 127
21.28950 52.11393 105
19.52047 50.43947 395
10.05500 54.35878 0
20.20645 51.53148 174
22.40452 50.24810 219
14.14652 50.53438 165
13.12275 55.55065 25
-3.13487 47.60482 6
7.30000 43.70145 213
2.23933 48.81883 47
-121.50915 36.00572 59
20.48743 53.78167 129
5.91903 52.19930 41
20.47353 53.77765 113
12.10253 49.02227 333
9.67252 48.75562 427
18.29973 52.69817 93
18.55625 54.47295 25
20.34037 52.36515 99
19.35977 50.46793 330
6.53878 49.91663 367
9.74975 55.06028 9
4.44990 52.11870 -1
21.05275 52.22630 80
9.26905 49.65945 377
11.67360 52.00233 85
19.46037 51.75813 206
6.04653 50.44353 358
18.66102 50.29778 220
11.36412 50.39212 630
20.29835 51.53568 168
21.13523 52.09703 87
21.28473 52.16642 103
-2.81513 54.15618 10
18.59395 51.21208 192
21.00970 52.25018 106
-122.54540 45.56963 11
11.89192 46.42228 1564
18.66603 50.26558 262
18.66775 50.29520 219
18.64950 50.29983 226
19.55197 50.45300 460
18.66603 50.26558 262
20.35522 49.41315 675
21.87552 51.58575 129
18.66603 50.26558 262
21.30455 52.09745 109
12.26195 53.44800 66
17.69432 46.93598 307
12.57357 51.32108 130
8.21798 49.35925 122
21.06292 53.56457 161
18.81475 50.48725 271
20.97867 52.02727 117
6.77292 51.90510 54
23.18567 53.14598 147
14.26915 48.29627 352
8.18167 52.26333 70
16.94043 52.42458 87
21.64827 54.18605 127
14.10032 49.12283 481
21.95402 53.79805 127
18.69057 54.34005 0
21.30455 52.09745 109
23.18567 53.14598 147
14.43007 52.96630 17
14.26618 53.85803 12
6.61937 60.24342 220
13.57893 52.53458 80
22.02440 49.99608 249
7.66667 47.61667 295
18.92927 49.97757 246
-3.78427 43.48575 9
11.25438 48.17693 520
14.23390 49.91242 229
18.78902 54.09727 15
9.76327 55.51470 28
16.94882 52.36348 84
2.66308 41.66075 160
18.77358 54.08838 32
20.94960 52.20600 110
8.90962 52.04233 139
8.53917 48.75075 724
9.97750 51.52470 343
18.54102 53.05550 69
20.00927 49.21935 2022
18.74953 50.82133 287
21.22055 52.30442 98
18.57213 50.10232 227
7.57408 51.47507 195
18.82575 54.34430 4
21.07437 52.51130 96
21.04052 52.22175 84
-122.33662 47.65803 80
20.90032 52.25820 108
7.70892 52.41260 41
19.66983 52.86117 107
18.85678 50.35660 277
22.79187 54.36322 233
15.28035 56.17112 -1
20.35475 51.99822 140
20.50537 49.47187 844
20.78020 52.04373 146
20.61447 52.05340 139
20.99342 52.25952 96
7.64678 51.52467 108
20.99347 52.26958 95
20.61447 52.05340 139
21.42518 51.85387 116
17.56833 53.71215 146
20.62818 52.07355 125
18.00180 53.12417 41
18.47443 54.53460 29
20.17317 52.03987 107
9.98113 51.54808 210
8.71327 53.62030 18
20.44368 52.05495 117
17.93355 50.65600 157
20.04237 50.06163 194
11.02312 49.52655 300
7.30502 50.31235 245
6.87730 51.73000 60
22.19662 49.56337 327
19.41182 49.86687 296
5.63432 52.51857 -4
8.12912 51.57395 110
7.01522 51.41177 104
24.95167 60.17267 4
21.21365 48.99820 324
19.96158 53.70362 103
8.61600 52.19700 58
20.68633 52.43675 79
19.10672 51.45213 180
11.59657 51.38033 170
15.73818 52.95827 72
8.25442 50.04913 99
6.84002 51.23622 50
21.04123 52.22865 83
6.09938 49.52057 279
20.31127 53.15108 156
21.30230 52.09958 110
10.96893 49.60750 294
18.97925 50.41292 282
18.53360 50.08300 231
8.49552 47.39847 402
10.53708 52.02793 93
16.53790 48.17310 152
10.73748 47.73268 1036
19.42152 51.79232 196
18.61160 53.15568 86
10.00000 48.00000 649
6.71168 51.12797 45
-80.87033 32.01667 5
18.53075 54.40692 32
9.79698 52.09367 95
10.04675 48.31025 486
11.72605 51.46582 87
15.07458 50.77832 403
10.47588 52.23923 75
18.51152 53.03777 47
19.00170 50.78163 259
16.55427 49.24242 280
5.12275 45.62813 336
92.83047 56.00685 153
