data;data_doy;gk
2011-07-14;2011.5328;14884
2011-07-15;2011.5355;14895
2011-07-16;2011.5383;14920
2011-07-17;2011.5410;14996
2011-07-18;2011.5437;15020
2011-07-19;2011.5464;15047
2011-07-20;2011.5492;15055
2011-07-21;2011.5519;15095
2011-07-22;2011.5546;15220
2011-07-23;2011.5574;15235
2011-07-24;2011.5601;15266
2011-07-25;2011.5628;15291
2011-07-26;2011.5656;15321
2011-07-27;2011.5683;15350
2011-07-28;2011.5710;15479
2011-07-29;2011.5738;15516
2011-07-30;2011.5765;15562
2011-07-31;2011.5792;15592
2011-08-01;2011.5820;15679
2011-08-02;2011.5847;15697
2011-08-03;2011.5874;15719
2011-08-04;2011.5902;15863
2011-08-05;2011.5929;15959
2011-08-06;2011.5956;15977
2011-08-07;2011.5984;15995
2011-08-08;2011.6011;16014
2011-08-09;2011.6038;16048
2011-08-10;2011.6066;16086
2011-08-11;2011.6093;16110
2011-08-12;2011.6120;16141
2011-08-13;2011.6148;16176
2011-08-14;2011.6175;16212
2011-08-15;2011.6202;16229
2011-08-16;2011.6230;16267
2011-08-17;2011.6257;16321
2011-08-18;2011.6284;16371
2011-08-19;2011.6311;16382
2011-08-20;2011.6339;16396
2011-08-21;2011.6366;16420
2011-08-22;2011.6393;16473
2011-08-23;2011.6421;16590
2011-08-24;2011.6448;16633
2011-08-25;2011.6475;16672
2011-08-26;2011.6503;16742
2011-08-27;2011.6530;16758
2011-08-28;2011.6557;16770
2011-08-29;2011.6585;16787
2011-08-30;2011.6612;16837
2011-08-31;2011.6639;16983
2011-09-01;2011.6667;17070
2011-09-02;2011.6694;17103
2011-09-03;2011.6721;17151
2011-09-04;2011.6749;17173
2011-09-05;2011.6776;17205
2011-09-06;2011.6803;17223
2011-09-07;2011.6831;17242
2011-09-08;2011.6858;17259
2011-09-09;2011.6885;17267
2011-09-10;2011.6913;17308
2011-09-11;2011.6940;17333
2011-09-12;2011.6967;17360
2011-09-13;2011.6995;17372
2011-09-14;2011.7022;17394
2011-09-15;2011.7049;17416
2011-09-16;2011.7077;17427
2011-09-17;2011.7104;17438
2011-09-18;2011.7131;17449
2011-09-19;2011.7158;17488
2011-09-20;2011.7186;17548
2011-09-21;2011.7213;17565
2011-09-22;2011.7240;17582
2011-09-23;2011.7268;17612
2011-09-24;2011.7295;17622
2011-09-25;2011.7322;17634
2011-09-26;2011.7350;17719
2011-09-27;2011.7377;17723
2011-09-28;2011.7404;17737
2011-09-29;2011.7432;17764
2011-09-30;2011.7459;17785
2011-10-01;2011.7486;17801
2011-10-02;2011.7514;17832
2011-10-03;2011.7541;17878
2011-10-04;2011.7568;17906
2011-10-05;2011.7596;17914
2011-10-06;2011.7623;17925
2011-10-07;2011.7650;17941
2011-10-08;2011.7678;17966
2011-10-09;2011.7705;17987
2011-10-10;2011.7732;18012
2011-10-11;2011.7760;18021
2011-10-12;2011.7787;18071
2011-10-13;2011.7814;18079
2011-10-14;2011.7842;18085
2011-10-15;2011.7869;18111
2011-10-16;2011.7896;18145
2011-10-17;2011.7923;18152
2011-10-18;2011.7951;18175
2011-10-19;2011.7978;18187
2011-10-20;2011.8005;18204
2011-10-21;2011.8033;18221
2011-10-22;2011.8060;18239
2011-10-23;2011.8087;18256
2011-10-24;2011.8115;18284
2011-10-25;2011.8142;18298
2011-10-26;2011.8169;18308
2011-10-27;2011.8197;18316
2011-10-28;2011.8224;18323
2011-10-29;2011.8251;18330
2011-10-30;2011.8279;18363
2011-10-31;2011.8306;18376
2011-11-01;2011.8333;18439
2011-11-02;2011.8361;18458
2011-11-03;2011.8388;18470
2011-11-04;2011.8415;18482
2011-11-05;2011.8443;18490
2011-11-06;2011.8470;18516
2011-11-07;2011.8497;18524
2011-11-08;2011.8525;18541
2011-11-09;2011.8552;18565
2011-11-10;2011.8579;18600
2011-11-11;2011.8607;18617
2011-11-12;2011.8634;18647
2011-11-13;2011.8661;18663
2011-11-14;2011.8689;18674
2011-11-15;2011.8716;18701
2011-11-16;2011.8743;18707
2011-11-18;2011.8798;18713
2011-11-19;2011.8825;18773
2011-11-20;2011.8852;18823
2011-11-21;2011.8880;18850
2011-11-22;2011.8907;18899
2011-11-23;2011.8934;18909
2011-11-24;2011.8962;18921
2011-11-25;2011.8989;18968
2011-11-26;2011.9016;18982
2011-11-27;2011.9044;19009
2011-11-28;2011.9071;19024
2011-11-29;2011.9098;19032
2011-11-30;2011.9126;19051
2011-12-01;2011.9153;19067
2011-12-02;2011.9180;19083
2011-12-03;2011.9208;19102
2011-12-04;2011.9235;19144
2011-12-05;2011.9262;19151
2011-12-06;2011.9290;19165
2011-12-07;2011.9317;19174
2011-12-08;2011.9344;19254
2011-12-09;2011.9372;19348
2011-12-10;2011.9399;19355
2011-12-11;2011.9426;19376
2011-12-12;2011.9454;19380
2011-12-13;2011.9481;19448
2011-12-14;2011.9508;19477
2011-12-15;2011.9536;19509
2011-12-16;2011.9563;19529
2011-12-17;2011.9590;19546
2011-12-18;2011.9617;19588
2011-12-19;2011.9645;19591
2011-12-20;2011.9672;19605
2011-12-21;2011.9699;19612
2011-12-22;2011.9727;19619
2011-12-23;2011.9754;19655
2011-12-24;2011.9781;19677
2011-12-25;2011.9809;19714
2011-12-26;2011.9836;19731
2011-12-27;2011.9863;19751
2011-12-28;2011.9891;19773
2011-12-29;2011.9918;19823
2011-12-30;2011.9945;19856
2011-12-31;2011.9973;19885
2012-01-01;2012.0027;19909
2012-01-02;2012.0055;19933
2012-01-03;2012.0082;19957
2012-01-04;2012.0109;20017
2012-01-05;2012.0137;20060
2012-01-06;2012.0164;20071
2012-01-07;2012.0191;20082
2012-01-08;2012.0219;20101
2012-01-09;2012.0246;20128
2012-01-10;2012.0273;20134
2012-01-11;2012.0301;20152
2012-01-12;2012.0328;20178
2012-01-13;2012.0355;20189
2012-01-14;2012.0383;20216
2012-01-15;2012.0410;20228
2012-01-16;2012.0437;20251
2012-01-17;2012.0464;20257
2012-01-18;2012.0492;20269
2012-01-19;2012.0519;20275
2012-01-20;2012.0546;20291
2012-01-21;2012.0574;20357
2012-01-22;2012.0601;20369
2012-01-23;2012.0628;20395
2012-01-24;2012.0656;20433
2012-01-25;2012.0683;20439
2012-01-26;2012.0710;20457
2012-01-27;2012.0738;20491
2012-01-28;2012.0765;20499
2012-01-29;2012.0792;20512
2012-01-30;2012.0820;20524
2012-01-31;2012.0847;20538
2012-02-01;2012.0874;20556
2012-02-02;2012.0902;20559
2012-02-03;2012.0929;20562
2012-02-04;2012.0956;20570
2012-02-05;2012.0984;20601
2012-02-06;2012.1011;20610
2012-02-07;2012.1038;20616
2012-02-08;2012.1066;20633
2012-02-09;2012.1093;20637
2012-02-10;2012.1120;20650
2012-02-11;2012.1148;20669
2012-02-12;2012.1175;20704
2012-02-13;2012.1202;20714
2012-02-14;2012.1230;20734
2012-02-15;2012.1257;20744
2012-02-16;2012.1284;20778
2012-02-17;2012.1311;20797
2012-02-18;2012.1339;20845
2012-02-19;2012.1366;20878
2012-02-20;2012.1393;20910
2012-02-21;2012.1421;20954
2012-02-22;2012.1448;20958
2012-02-23;2012.1475;21017
2012-02-24;2012.1503;21060
2012-02-25;2012.1530;21076
2012-02-26;2012.1557;21089
2012-02-27;2012.1585;21166
2012-02-28;2012.1612;21187
2012-02-29;2012.1639;21223
2012-03-01;2012.1667;21245
2012-03-02;2012.1694;21255
2012-03-03;2012.1721;21272
2012-03-04;2012.1749;21290
2012-03-05;2012.1776;21309
2012-03-06;2012.1803;21326
2012-03-07;2012.1831;21434
2012-03-08;2012.1858;21449
2012-03-09;2012.1885;21464
2012-03-10;2012.1913;21477
2012-03-11;2012.1940;21537
2012-03-12;2012.1967;21548
2012-03-13;2012.1995;21567
2012-03-14;2012.2022;21597
2012-03-15;2012.2049;21622
2012-03-16;2012.2077;21660
2012-03-17;2012.2104;21682
2012-03-18;2012.2131;21696
2012-03-19;2012.2158;21709
2012-03-20;2012.2186;21732
2012-03-21;2012.2213;21746
2012-03-22;2012.2240;21794
2012-03-23;2012.2268;21802
2012-03-27;2012.2377;21820
2012-03-28;2012.2404;21885
2012-03-29;2012.2432;21895
2012-03-30;2012.2459;21928
2012-03-31;2012.2486;21987
2012-04-01;2012.2514;22013
2012-04-02;2012.2541;22046
2012-04-03;2012.2568;22089
2012-04-04;2012.2596;22129
2012-04-05;2012.2623;22160
2012-04-06;2012.2650;22203
2012-04-07;2012.2678;22244
2012-04-08;2012.2705;22295
2012-04-09;2012.2732;22327
2012-04-10;2012.2760;22370
2012-04-11;2012.2787;22391
2012-04-12;2012.2814;22429
2012-04-13;2012.2842;22477
2012-04-14;2012.2869;22486
2012-04-15;2012.2896;22529
2012-04-16;2012.2923;22559
2012-04-17;2012.2951;22614
2012-04-18;2012.2978;22626
2012-04-19;2012.3005;22648
2012-04-20;2012.3033;22675
2012-04-21;2012.3060;22692
2012-04-22;2012.3087;22714
2012-04-23;2012.3115;22723
2012-04-24;2012.3142;22755
2012-04-25;2012.3169;22772
2012-04-26;2012.3197;22804
2012-04-27;2012.3224;22866
2012-04-28;2012.3251;22896
2012-04-29;2012.3279;22908
2012-04-30;2012.3306;22936
2012-05-01;2012.3333;22947
2012-05-02;2012.3361;22963
2012-05-03;2012.3388;22989
2012-05-04;2012.3415;23018
2012-05-05;2012.3443;23076
2012-05-06;2012.3470;23112
2012-05-07;2012.3497;23140
2012-05-08;2012.3525;23157
2012-05-09;2012.3552;23173
2012-05-10;2012.3579;23191
2012-05-11;2012.3607;23204
2012-05-12;2012.3634;23233
2012-05-13;2012.3661;23255
2012-05-14;2012.3689;23275
2012-05-15;2012.3716;23313
2012-05-16;2012.3743;23327
2012-05-17;2012.3770;23350
2012-05-18;2012.3798;23371
2012-05-19;2012.3825;23425
2012-05-20;2012.3852;23428
2012-05-21;2012.3880;23459
2012-05-22;2012.3907;23466
2012-05-24;2012.3962;23469
2012-05-25;2012.3989;23516
2012-05-26;2012.4016;23533
2012-05-27;2012.4044;23553
2012-05-28;2012.4071;23572
2012-05-29;2012.4098;23597
2012-05-30;2012.4126;23623
2012-05-31;2012.4153;23654
2012-06-01;2012.4180;23673
2012-06-02;2012.4208;23697
2012-06-03;2012.4235;23769
2012-06-04;2012.4262;23816
2012-06-05;2012.4290;23838
2012-06-06;2012.4317;23871
2012-06-07;2012.4344;23891
2012-06-08;2012.4372;23935
2012-06-09;2012.4399;23968
2012-06-10;2012.4426;23989
2012-06-11;2012.4454;24030
2012-06-12;2012.4481;24094
2012-06-13;2012.4508;24118
2012-06-14;2012.4536;24141
2012-06-15;2012.4563;24174
2012-06-16;2012.4590;24231
2012-06-17;2012.4617;24240
2012-06-18;2012.4645;24270
2012-06-19;2012.4672;24300
2012-06-20;2012.4699;24317
2012-06-21;2012.4727;24376
2012-06-22;2012.4754;24402
2012-06-23;2012.4781;24444
2012-06-24;2012.4809;24464
2012-06-25;2012.4836;24526
2012-06-26;2012.4863;24549
2012-06-27;2012.4891;24591
2012-06-28;2012.4918;24612
2012-06-29;2012.4945;24643
2012-06-30;2012.4973;24682
2012-07-01;2012.5000;24690
2012-07-02;2012.5027;24704
2012-07-03;2012.5055;24723
2012-07-04;2012.5082;24750
2012-07-05;2012.5109;24777
2012-07-06;2012.5137;24789
2012-07-07;2012.5164;24802
2012-07-08;2012.5191;24828
2012-07-09;2012.5219;24835
2012-07-10;2012.5246;24853
2012-07-11;2012.5273;24897
2012-07-12;2012.5301;24925
2012-07-13;2012.5328;24953
2012-07-14;2012.5355;25003
2012-07-15;2012.5383;25022
2012-07-16;2012.5410;25048
2012-07-17;2012.5437;25075
2012-07-18;2012.5464;25078
2012-07-19;2012.5492;25107
2012-07-20;2012.5519;25124
2012-07-21;2012.5546;25162
2012-07-22;2012.5574;25197
2012-07-23;2012.5601;25226
2012-07-24;2012.5628;25246
2012-07-25;2012.5656;25258
2012-07-26;2012.5683;25299
2012-07-27;2012.5710;25314
2012-07-28;2012.5738;25324
2012-07-29;2012.5765;25349
2012-07-30;2012.5792;25376
2012-07-31;2012.5820;25387
2012-08-01;2012.5847;25412
2012-08-02;2012.5874;25438
2012-08-03;2012.5902;25476
2012-08-04;2012.5929;25503
2012-08-05;2012.5956;25557
2012-08-06;2012.5984;25597
2012-08-07;2012.6011;25626
2012-08-08;2012.6038;25656
2012-08-09;2012.6066;25691
2012-08-10;2012.6093;25712
2012-08-11;2012.6120;25735
2012-08-12;2012.6148;25800
2012-08-13;2012.6175;25816
2012-08-14;2012.6202;25841
2012-08-15;2012.6230;25857
2012-08-16;2012.6257;25917
2012-08-17;2012.6284;25951
2012-08-18;2012.6311;25971
2012-08-19;2012.6339;25997
2012-08-20;2012.6366;26033
2012-08-21;2012.6393;26054
2012-08-22;2012.6421;26075
2012-08-23;2012.6448;26102
2012-08-24;2012.6475;26112
2012-08-25;2012.6503;26214
2012-08-26;2012.6530;26235
2012-08-27;2012.6557;26261
2012-08-28;2012.6585;26326
2012-08-29;2012.6612;26354
2012-08-30;2012.6639;26385
2012-08-31;2012.6667;26429
2012-09-01;2012.6694;26454
2012-09-02;2012.6721;26480
2012-09-03;2012.6749;26507
2012-09-04;2012.6776;26524
2012-09-05;2012.6803;26548
2012-09-06;2012.6831;26604
2012-09-07;2012.6858;26633
2012-09-08;2012.6885;26643
2012-09-09;2012.6913;26665
2012-09-10;2012.6940;26686
2012-09-11;2012.6967;26724
2012-09-12;2012.6995;26749
2012-09-13;2012.7022;26770
2012-09-14;2012.7049;26807
2012-09-15;2012.7077;26837
2012-09-16;2012.7104;26900
2012-09-17;2012.7131;26931
2012-09-18;2012.7158;26984
2012-09-19;2012.7186;27002
2012-09-20;2012.7213;27067
2012-09-21;2012.7240;27084
2012-09-22;2012.7268;27098
2012-09-23;2012.7295;27118
2012-09-24;2012.7322;27157
2012-09-25;2012.7350;27169
2012-09-26;2012.7377;27179
2012-09-27;2012.7404;27200
2012-09-28;2012.7432;27288
2012-09-29;2012.7459;27303
2012-09-30;2012.7486;27343
2012-10-01;2012.7514;27355
2012-10-02;2012.7541;27412
2012-10-03;2012.7568;27425
2012-10-04;2012.7596;27445
2012-10-05;2012.7623;27461
2012-10-06;2012.7650;27477
2012-10-07;2012.7678;27500
2012-10-08;2012.7705;27516
2012-10-09;2012.7732;27553
2012-10-10;2012.7760;27574
2012-10-11;2012.7787;27615
2012-10-12;2012.7814;27634
2012-10-13;2012.7842;27659
2012-10-14;2012.7869;27681
2012-10-15;2012.7896;27706
2012-10-16;2012.7923;27758
2012-10-17;2012.7951;27775
2012-10-18;2012.7978;27829
2012-10-19;2012.8005;27854
2012-10-20;2012.8033;27866
2012-10-21;2012.8060;27873
2012-10-22;2012.8087;27910
2012-10-23;2012.8115;27932
2012-10-24;2012.8142;27952
2012-10-25;2012.8169;27978
2012-10-26;2012.8197;27985
2012-10-27;2012.8224;28012
2012-10-28;2012.8251;28050
2012-10-29;2012.8279;28058
2012-10-30;2012.8306;28108
2012-10-31;2012.8333;28141
2012-11-01;2012.8361;28189
2012-11-02;2012.8388;28259
2012-11-03;2012.8415;28324
2012-11-04;2012.8443;28371
2012-11-05;2012.8470;28429
2012-11-06;2012.8497;28438
2012-11-07;2012.8525;28489
2012-11-08;2012.8552;28504
2012-11-09;2012.8579;28524
2012-11-10;2012.8607;28541
2012-11-11;2012.8634;28557
2012-11-12;2012.8661;28568
2012-11-13;2012.8689;28580
2012-11-14;2012.8716;28584
2012-11-15;2012.8743;28604
2012-11-16;2012.8770;28606
2012-11-17;2012.8798;28614
2012-11-18;2012.8825;28701
2012-11-19;2012.8852;28728
2012-11-20;2012.8880;28749
2012-11-21;2012.8907;28765
2012-11-22;2012.8934;28776
2012-11-23;2012.8962;28852
2012-11-24;2012.8989;28876
2012-11-25;2012.9016;28901
2012-11-26;2012.9044;28942
2012-11-27;2012.9071;28949
2012-11-28;2012.9098;28958
2012-11-29;2012.9126;28980
2012-11-30;2012.9153;28994
2012-12-01;2012.9180;29009
2012-12-02;2012.9208;29067
2012-12-03;2012.9235;29087
2012-12-04;2012.9262;29089
2012-12-05;2012.9290;29096
2012-12-06;2012.9317;29126
2012-12-07;2012.9344;29152
2012-12-08;2012.9372;29167
2012-12-09;2012.9399;29194
2012-12-10;2012.9426;29195
2012-12-11;2012.9454;29234
2012-12-12;2012.9481;29275
2012-12-13;2012.9508;29288
2012-12-14;2012.9536;29302
2012-12-15;2012.9563;29350
2012-12-16;2012.9590;29384
2012-12-17;2012.9617;29456
2012-12-18;2012.9645;29515
2012-12-19;2012.9672;29538
2012-12-20;2012.9699;29564
2012-12-21;2012.9727;29581
2012-12-22;2012.9754;29590
2012-12-23;2012.9781;29598
2012-12-24;2012.9809;29604
2012-12-25;2012.9836;29610
2012-12-26;2012.9863;29645
2012-12-27;2012.9891;29659
2012-12-28;2012.9918;29677
2012-12-29;2012.9945;29681
2012-12-30;2012.9973;29686
2012-12-31;2013.0000;29703
2013-01-01;2013.0027;29724
2013-01-02;2013.0055;29746
2013-01-03;2013.0082;29811
2013-01-04;2013.0109;29836
2013-01-05;2013.0137;29874
2013-01-06;2013.0164;29889
2013-01-07;2013.0191;29955
2013-01-08;2013.0219;29965
2013-01-09;2013.0246;29970
2013-01-10;2013.0273;29984
2013-01-11;2013.0301;29999
2013-01-12;2013.0328;30023
2013-01-13;2013.0355;30048
2013-01-14;2013.0383;30054
2013-01-15;2013.0410;30067
2013-01-16;2013.0437;30080
2013-01-17;2013.0464;30089
2013-01-18;2013.0492;30104
2013-01-19;2013.0519;30126
2013-01-20;2013.0546;30133
2013-01-21;2013.0574;30137
2013-01-22;2013.0601;30142
2013-01-23;2013.0628;30150
2013-01-24;2013.0656;30170
2013-01-25;2013.0683;30186
2013-01-26;2013.0710;30191
2013-01-27;2013.0738;30282
2013-01-28;2013.0765;30294
2013-01-29;2013.0792;30302
2013-01-30;2013.0820;30309
2013-01-31;2013.0847;30312
2013-02-01;2013.0874;30325
2013-02-02;2013.0902;30336
2013-02-03;2013.0929;30343
2013-02-04;2013.0956;30360
2013-02-05;2013.0984;30368
2013-02-06;2013.1011;30375
2013-02-07;2013.1038;30385
2013-02-08;2013.1066;30400
2013-02-09;2013.1093;30403
2013-02-10;2013.1120;30412
2013-02-11;2013.1148;30449
2013-02-12;2013.1175;30490
2013-02-13;2013.1202;30499
2013-02-14;2013.1230;30536
2013-02-15;2013.1257;30551
2013-02-16;2013.1284;30561
2013-02-17;2013.1311;30625
2013-02-18;2013.1339;30702
2013-02-19;2013.1366;30756
2013-02-20;2013.1393;30874
2013-02-21;2013.1421;30915
2013-02-22;2013.1448;30942
2013-02-23;2013.1475;30958
2013-02-24;2013.1503;31007
2013-02-25;2013.1530;31022
2013-02-26;2013.1557;31041
2013-02-27;2013.1585;31074
2013-02-28;2013.1612;31082
2013-03-01;2013.1639;31142
2013-03-02;2013.1667;31159
2013-03-03;2013.1694;31179
2013-03-04;2013.1721;31209
